-0.0351170003414 -0.0691889971495
-0.0289760008454 -0.0702570006251
-0.0228349994868 -0.0718590021133
-0.0134910000488 -0.0723930001259
-0.00654899002984 -0.0697230026126
-0.00227700010873 -0.0675870031118
-0.00147599994671 -0.0782670006156
-0.000141009004437 -0.0924170017242
-0.00254400004633 -0.10736899823
-0.00841800961643 -0.111373998225
-0.0244369991124 -0.10736899823
-0.0265730004758 -0.101761996746
-0.0236360002309 -0.0974899977446
-0.0215000007302 -0.0961550027132
-0.0166950002313 -0.0953539982438
-0.012690000236 -0.0926840007305
-0.0100199999288 -0.0878790020943
-0.00948600005358 -0.0833399966359
-0.012690000236 -0.0790679976344
-0.0177619997412 -0.0782670006156
-0.0308449994773 -0.0769319981337
-0.0337820015848 -0.0731939971447
-0.0351170003414 -0.0691889971495
